team_full_name,team_id,game_type,game_type_id,playoff_outcome,playoff_outcome_id,years_since_last_active,start_year,team_improvement_during_regular_season,regular_season_sum,made_playoffs_sum,won_stanley_cup_sum,made_playoffs_efficiency,won_stanley_cup_efficiency,time_on_ice,regular_season_count,made_playoffs_count,won_stanely_cup_count,lost_in_stanely_cup_final_count,games_played,wins,nhl_metrics,nhl_metric_variance_values
Pittsburgh Penguins,5,Regular Season,2,Other,0,0,2018,-0.22388059701492537313,57,37,5,0.6491228070175439,0.13513513,4029.0,1,0,0,0,82,44,high_danger_goals_against_per_60_minutes,-0.16127300218022622
Boston Bruins,6,Regular Season,2,Other,0,0,2018,3.8333333333333333,100,77,6,0.77,0.077922076,3994.0,1,0,0,0,82,49,high_danger_goals_against_per_60_minutes,-0.37577942301773715
Buffalo Sabres,7,Regular Season,2,Other,0,0,2018,-0.28571428571428571429,54,29,0,0.5370370370370371,3.4482757e-11,4030.0,1,0,0,0,82,33,high_danger_goals_against_per_60_minutes,0.0468570130259065
Montreal Canadiens,8,Regular Season,2,Other,0,0,2018,1.0384615384615385,107,85,24,0.794392523364486,0.28235295,3985.0,1,0,0,0,82,44,high_danger_goals_against_per_60_minutes,-0.012117242168043552
Ottawa Senators,9,Regular Season,2,Other,0,0,2018,1.5000000000000000,32,16,4,0.5,0.25,4054.0,1,0,0,0,82,29,high_danger_goals_against_per_60_minutes,0.31951116950647096
Toronto Maple Leafs,10,Regular Season,2,Other,0,0,2018,0.45454545454545454545,97,69,11,0.711340206185567,0.1594203,4084.0,1,0,0,0,82,46,high_danger_goals_against_per_60_minutes,-0.016312700897338273
Carolina Hurricanes,12,Regular Season,2,Other,0,0,2018,-0.08108108108108108108,27,11,1,0.4074074074074074,0.09090909,3964.0,1,0,0,0,82,46,high_danger_goals_against_per_60_minutes,-0.035051378377618514
Florida Panthers,13,Regular Season,2,Other,0,0,2018,-0.21686746987951807229,31,10,1,0.3225806451612903,0.1,3968.0,1,0,0,0,82,36,high_danger_goals_against_per_60_minutes,0.341599568857172
Tampa Bay Lightning,14,Regular Season,2,Other,0,0,2018,0.09433962264150943396,32,16,3,0.5,0.1875,3907.0,1,0,0,0,82,62,high_danger_goals_against_per_60_minutes,0.0769652173623363
Washington Capitals,15,Regular Season,2,Other,0,0,2018,2.5714285714285714,50,33,1,0.66,0.030303031,3934.0,1,0,0,0,82,48,high_danger_goals_against_per_60_minutes,0.15835680929208995
Chicago Blackhawks,16,Regular Season,2,Other,0,0,2018,-0.09756097560975609756,98,63,6,0.6428571428571429,0.0952381,4031.0,1,0,0,0,82,36,high_danger_goals_against_per_60_minutes,0.12092196744553152
Detroit Red Wings,17,Regular Season,2,Other,0,0,2018,-0.01724137931034482759,92,62,11,0.6739130434782609,0.17741935,4029.0,1,0,0,0,82,32,high_danger_goals_against_per_60_minutes,0.03232342373191077
Nashville Predators,18,Regular Season,2,Other,0,0,2018,-0.31746031746031746032,26,16,0,0.6153846153846154,6.25e-11,3908.0,1,0,0,0,82,47,high_danger_goals_against_per_60_minutes,-0.2918869517622358
St Louis Blues,19,Regular Season,2,Other,0,0,2018,-0.28571428571428571429,57,45,1,0.7894736842105263,0.022222223,3984.0,1,0,0,0,82,45,high_danger_goals_against_per_60_minutes,-0.08707075760998695
Calgary Flames,20,Regular Season,2,Other,0,0,2018,-0.38043478260869565217,44,25,1,0.5681818181818182,0.04,3903.0,1,0,0,0,82,50,high_danger_goals_against_per_60_minutes,-0.1213701380680221
Colorado Avalanche,21,Regular Season,2,Other,0,0,2018,-0.40384615384615384615,29,20,3,0.6896551724137931,0.15,3849.0,1,0,0,0,82,38,high_danger_goals_against_per_60_minutes,-0.025526842276008876
Edmonton Oilers,22,Regular Season,2,Other,0,0,2018,-0.01449275362318840580,45,26,5,0.5777777777777777,0.1923077,4035.0,1,0,0,0,82,35,high_danger_goals_against_per_60_minutes,0.11941690306990727
Vancouver Canucks,23,Regular Season,2,Other,0,0,2018,0E-20,54,29,0,0.5370370370370371,3.4482757e-11,3956.0,1,0,0,0,82,35,high_danger_goals_against_per_60_minutes,0.07387129167918172
Anaheim Ducks,24,Regular Season,2,Other,0,0,2018,-0.32394366197183098592,31,14,1,0.45161290322580644,0.071428575,3975.0,1,0,0,0,82,35,high_danger_goals_against_per_60_minutes,0.03665054268553458
Dallas Stars,25,Regular Season,2,Other,0,0,2018,-0.30927835051546391753,31,19,1,0.6129032258064516,0.05263158,4028.0,1,0,0,0,82,43,high_danger_goals_against_per_60_minutes,-0.35461062911188335
Los Angeles Kings,26,Regular Season,2,Other,0,0,2018,-0.16666666666666666667,57,33,2,0.5789473684210527,0.060606062,4054.0,1,0,0,0,82,31,high_danger_goals_against_per_60_minutes,0.008707025451216932
San Jose Sharks,28,Regular Season,2,Other,0,0,2018,-0.07692307692307692308,33,21,0,0.6363636363636364,4.7619048e-11,3996.0,1,0,0,0,82,46,high_danger_goals_against_per_60_minutes,0.269354945201258
Columbus Blue Jackets,29,Regular Season,2,Other,0,0,2018,-0.16901408450704225352,24,6,0,0.25,1.6666667e-10,4081.0,1,0,0,0,82,47,high_danger_goals_against_per_60_minutes,-0.05940434582218401
Minnesota Wild,30,Regular Season,2,Other,0,0,2018,-0.02941176470588235294,24,13,0,0.5416666666666666,7.692307e-11,3967.0,1,0,0,0,82,37,high_danger_goals_against_per_60_minutes,-0.051206352168710945
Winnipeg Jets,52,Regular Season,2,Other,0,0,2018,-0.08333333333333333333,14,7,0,0.5,1.4285714e-10,3950.0,1,0,0,0,82,47,high_danger_goals_against_per_60_minutes,-0.04541298728819343
Arizona Coyotes,53,Regular Season,2,Other,0,1,2018,0.37500000000000000000,10,1,0,0.1,1e-09,3955.0,1,0,0,0,82,39,high_danger_goals_against_per_60_minutes,0.0439019321376255
Vegas Golden Knights,54,Regular Season,2,Other,0,0,2018,-0.37614678899082568807,8,6,1,0.75,0.16666667,4015.0,1,0,0,0,82,43,high_danger_goals_against_per_60_minutes,0.022364492731353325
New Jersey Devils,1,Regular Season,2,Other,0,0,2019,0.33333333333333333333,42,23,3,0.5476190476190477,0.13043478,3248.0,1,0,0,0,69,28,high_danger_goals_against_per_60_minutes,-0.036475389835409544
New York Islanders,2,Regular Season,2,Other,0,0,2019,0.83333333333333333333,52,29,4,0.5576923076923077,0.13793103,3372.0,1,0,0,0,68,35,high_danger_goals_against_per_60_minutes,0.002223486450900758
New York Rangers,3,Regular Season,2,Other,0,0,2019,-0.07142857142857142857,98,63,4,0.6428571428571429,0.06349207,3304.0,1,0,0,0,70,37,high_danger_goals_against_per_60_minutes,0.012994427314126922
Philadelphia Flyers,4,Regular Season,2,Other,0,0,2019,-0.28767123287671232877,57,40,2,0.7017543859649122,0.05,3293.0,1,0,0,0,69,41,high_danger_goals_against_per_60_minutes,-0.0369353893267923
Pittsburgh Penguins,5,Regular Season,2,Other,0,0,2019,-0.22388059701492537313,57,37,5,0.6491228070175439,0.13513513,3357.0,1,0,0,0,69,40,high_danger_goals_against_per_60_minutes,0.008504513931588464
Boston Bruins,6,Regular Season,2,Other,0,0,2019,3.8333333333333333,100,77,6,0.77,0.077922076,3316.0,1,0,0,0,70,44,high_danger_goals_against_per_60_minutes,-0.4263896434616552
Buffalo Sabres,7,Regular Season,2,Other,0,0,2019,-0.28571428571428571429,54,29,0,0.5370370370370371,3.4482757e-11,3393.0,1,0,0,0,69,30,high_danger_goals_against_per_60_minutes,0.09962414281584708
Montreal Canadiens,8,Regular Season,2,Other,0,0,2019,1.0384615384615385,107,85,24,0.794392523364486,0.28235295,3474.0,1,0,0,0,71,31,high_danger_goals_against_per_60_minutes,-0.0217778903246173
Ottawa Senators,9,Regular Season,2,Other,0,0,2019,1.5000000000000000,32,16,4,0.5,0.25,3424.0,1,0,0,0,71,25,high_danger_goals_against_per_60_minutes,0.15610897552530134
Toronto Maple Leafs,10,Regular Season,2,Other,0,0,2019,0.45454545454545454545,97,69,11,0.711340206185567,0.1594203,3455.0,1,0,0,0,70,36,high_danger_goals_against_per_60_minutes,0.21158018750306606
Carolina Hurricanes,12,Regular Season,2,Other,0,0,2019,-0.08108108108108108108,27,11,1,0.4074074074074074,0.09090909,3209.0,1,0,0,0,68,38,high_danger_goals_against_per_60_minutes,0.22320451290119792
Florida Panthers,13,Regular Season,2,Other,0,0,2019,-0.21686746987951807229,31,10,1,0.3225806451612903,0.1,3340.0,1,0,0,0,69,35,high_danger_goals_against_per_60_minutes,-0.020236930792903562
Tampa Bay Lightning,14,Regular Season,2,Other,0,0,2019,0.09433962264150943396,32,16,3,0.5,0.1875,3293.0,1,0,0,0,70,43,high_danger_goals_against_per_60_minutes,-0.27380146888950097
Washington Capitals,15,Regular Season,2,Other,0,0,2019,2.5714285714285714,50,33,1,0.66,0.030303031,3196.0,1,0,0,0,69,41,high_danger_goals_against_per_60_minutes,0.2485946176246543
Chicago Blackhawks,16,Regular Season,2,Other,0,0,2019,-0.09756097560975609756,98,63,6,0.6428571428571429,0.0952381,3382.0,1,0,0,0,70,32,high_danger_goals_against_per_60_minutes,0.17547690469401744
Detroit Red Wings,17,Regular Season,2,Other,0,0,2019,-0.01724137931034482759,92,62,11,0.6739130434782609,0.17741935,3394.0,1,0,0,0,71,17,high_danger_goals_against_per_60_minutes,0.29364208783454404
Nashville Predators,18,Regular Season,2,Other,0,0,2019,-0.31746031746031746032,26,16,0,0.6153846153846154,6.25e-11,3296.0,1,0,0,0,69,35,high_danger_goals_against_per_60_minutes,0.034636332389469615
St Louis Blues,19,Regular Season,2,Other,0,0,2019,-0.28571428571428571429,57,45,1,0.7894736842105263,0.022222223,3477.0,1,0,0,0,71,42,high_danger_goals_against_per_60_minutes,-0.43712016174256585
Calgary Flames,20,Regular Season,2,Other,0,0,2019,-0.38043478260869565217,44,25,1,0.5681818181818182,0.04,3405.0,1,0,0,0,70,36,high_danger_goals_against_per_60_minutes,-0.15236914214113217
Colorado Avalanche,21,Regular Season,2,Other,0,0,2019,-0.40384615384615384615,29,20,3,0.6896551724137931,0.15,3309.0,1,0,0,0,70,42,high_danger_goals_against_per_60_minutes,-0.17046955710872158
Edmonton Oilers,22,Regular Season,2,Other,0,0,2019,-0.01449275362318840580,45,26,5,0.5777777777777777,0.1923077,3464.0,1,0,0,0,71,37,high_danger_goals_against_per_60_minutes,0.13809997507204108
Vancouver Canucks,23,Regular Season,2,Other,0,0,2019,0E-20,54,29,0,0.5370370370370371,3.4482757e-11,3249.0,1,0,0,0,69,36,high_danger_goals_against_per_60_minutes,0.18471051503566094
Anaheim Ducks,24,Regular Season,2,Other,0,0,2019,-0.32394366197183098592,31,14,1,0.45161290322580644,0.071428575,3430.0,1,0,0,0,71,29,high_danger_goals_against_per_60_minutes,0.10090271411553031
Dallas Stars,25,Regular Season,2,Other,0,0,2019,-0.30927835051546391753,31,19,1,0.6129032258064516,0.05263158,3287.0,1,0,0,0,69,37,high_danger_goals_against_per_60_minutes,-0.28999312877114836
Los Angeles Kings,26,Regular Season,2,Other,0,0,2019,-0.16666666666666666667,57,33,2,0.5789473684210527,0.060606062,3438.0,1,0,0,0,70,29,high_danger_goals_against_per_60_minutes,0.010142101717991014
San Jose Sharks,28,Regular Season,2,Other,0,0,2019,-0.07692307692307692308,33,21,0,0.6363636363636364,4.7619048e-11,3364.0,1,0,0,0,70,29,high_danger_goals_against_per_60_minutes,0.20176140309817292
Columbus Blue Jackets,29,Regular Season,2,Other,0,0,2019,-0.16901408450704225352,24,6,0,0.25,1.6666667e-10,3469.0,1,0,0,0,70,33,high_danger_goals_against_per_60_minutes,-0.36570741962210573
Minnesota Wild,30,Regular Season,2,Other,0,0,2019,-0.02941176470588235294,24,13,0,0.5416666666666666,7.692307e-11,3300.0,1,0,0,0,69,35,high_danger_goals_against_per_60_minutes,-0.09437955463612613
Winnipeg Jets,52,Regular Season,2,Other,0,0,2019,-0.08333333333333333333,14,7,0,0.5,1.4285714e-10,3518.0,1,0,0,0,71,37,high_danger_goals_against_per_60_minutes,0.21676830830252714
Arizona Coyotes,53,Regular Season,2,Other,0,1,2019,0.37500000000000000000,10,1,0,0.1,1e-09,3400.0,1,0,0,0,70,33,high_danger_goals_against_per_60_minutes,-0.00935281666821175
Vegas Golden Knights,54,Regular Season,2,Other,0,0,2019,-0.37614678899082568807,8,6,1,0.75,0.16666667,3466.0,1,0,0,0,71,39,high_danger_goals_against_per_60_minutes,0.016033286994257434
New Jersey Devils,1,Regular Season,2,Other,0,0,2020,0.33333333333333333333,42,23,3,0.5476190476190477,0.13043478,2741.0,1,0,0,0,56,19,high_danger_goals_against_per_60_minutes,0.13581279336095742
New York Islanders,2,Regular Season,2,Other,0,0,2020,0.83333333333333333333,52,29,4,0.5576923076923077,0.13793103,2794.0,1,0,0,0,56,32,high_danger_goals_against_per_60_minutes,-0.2574910419018157
New York Rangers,3,Regular Season,2,Other,0,0,2020,-0.07142857142857142857,98,63,4,0.6428571428571429,0.06349207,2691.0,1,0,0,0,56,27,high_danger_goals_against_per_60_minutes,-0.059495496422531824
Philadelphia Flyers,4,Regular Season,2,Other,0,0,2020,-0.28767123287671232877,57,40,2,0.7017543859649122,0.05,2716.0,1,0,0,0,56,25,high_danger_goals_against_per_60_minutes,0.28206194509008675
Pittsburgh Penguins,5,Regular Season,2,Other,0,0,2020,-0.22388059701492537313,57,37,5,0.6491228070175439,0.13513513,2768.0,1,0,0,0,56,37,high_danger_goals_against_per_60_minutes,0.01291188592453385
Boston Bruins,6,Regular Season,2,Other,0,0,2020,3.8333333333333333,100,77,6,0.77,0.077922076,2694.0,1,0,0,0,56,33,high_danger_goals_against_per_60_minutes,-0.1945658745451031
Buffalo Sabres,7,Regular Season,2,Other,0,0,2020,-0.28571428571428571429,54,29,0,0.5370370370370371,3.4482757e-11,2811.0,1,0,0,0,56,15,high_danger_goals_against_per_60_minutes,0.09874571791816744
Montreal Canadiens,8,Regular Season,2,Other,0,0,2020,1.0384615384615385,107,85,24,0.794392523364486,0.28235295,2733.0,1,0,0,0,56,24,high_danger_goals_against_per_60_minutes,-0.0354612414905533
Ottawa Senators,9,Regular Season,2,Other,0,0,2020,1.5000000000000000,32,16,4,0.5,0.25,2688.0,1,0,0,0,56,23,high_danger_goals_against_per_60_minutes,-0.035730764777365254
Toronto Maple Leafs,10,Regular Season,2,Other,0,0,2020,0.45454545454545454545,97,69,11,0.711340206185567,0.1594203,2749.0,1,0,0,0,56,35,high_danger_goals_against_per_60_minutes,-0.19591076529703488
Carolina Hurricanes,12,Regular Season,2,Other,0,0,2020,-0.08108108108108108108,27,11,1,0.4074074074074074,0.09090909,2712.0,1,0,0,0,56,36,high_danger_goals_against_per_60_minutes,-0.20225257261554486
Florida Panthers,13,Regular Season,2,Other,0,0,2020,-0.21686746987951807229,31,10,1,0.3225806451612903,0.1,2652.0,1,0,0,0,56,37,high_danger_goals_against_per_60_minutes,-0.017853421532375124
Tampa Bay Lightning,14,Regular Season,2,Other,0,0,2020,0.09433962264150943396,32,16,3,0.5,0.1875,2626.0,1,0,0,0,56,36,high_danger_goals_against_per_60_minutes,-0.23312155468053142
Washington Capitals,15,Regular Season,2,Other,0,0,2020,2.5714285714285714,50,33,1,0.66,0.030303031,2724.0,1,0,0,0,56,36,high_danger_goals_against_per_60_minutes,-0.009082715689888943
Chicago Blackhawks,16,Regular Season,2,Other,0,0,2020,-0.09756097560975609756,98,63,6,0.6428571428571429,0.0952381,2708.0,1,0,0,0,56,24,high_danger_goals_against_per_60_minutes,0.4419873719603431
Detroit Red Wings,17,Regular Season,2,Other,0,0,2020,-0.01724137931034482759,92,62,11,0.6739130434782609,0.17741935,2731.0,1,0,0,0,56,19,high_danger_goals_against_per_60_minutes,0.05338330908359601
Nashville Predators,18,Regular Season,2,Other,0,0,2020,-0.31746031746031746032,26,16,0,0.6153846153846154,6.25e-11,2695.0,1,0,0,0,56,31,high_danger_goals_against_per_60_minutes,-0.2172590579128013
St Louis Blues,19,Regular Season,2,Other,0,0,2020,-0.28571428571428571429,57,45,1,0.7894736842105263,0.022222223,2739.0,1,0,0,0,56,27,high_danger_goals_against_per_60_minutes,-0.016440943153206433
Calgary Flames,20,Regular Season,2,Other,0,0,2020,-0.38043478260869565217,44,25,1,0.5681818181818182,0.04,2661.0,1,0,0,0,56,26,high_danger_goals_against_per_60_minutes,-0.022368105734041244
Colorado Avalanche,21,Regular Season,2,Other,0,0,2020,-0.40384615384615384615,29,20,3,0.6896551724137931,0.15,2643.0,1,0,0,0,56,39,high_danger_goals_against_per_60_minutes,-0.39923307546327425
Edmonton Oilers,22,Regular Season,2,Other,0,0,2020,-0.01449275362318840580,45,26,5,0.5777777777777777,0.1923077,2737.0,1,0,0,0,56,35,high_danger_goals_against_per_60_minutes,-0.05930813050626571
Vancouver Canucks,23,Regular Season,2,Other,0,0,2020,0E-20,54,29,0,0.5370370370370371,3.4482757e-11,2686.0,1,0,0,0,56,23,high_danger_goals_against_per_60_minutes,0.41201083186129006
Anaheim Ducks,24,Regular Season,2,Other,0,0,2020,-0.32394366197183098592,31,14,1,0.45161290322580644,0.071428575,2764.0,1,0,0,0,56,17,high_danger_goals_against_per_60_minutes,0.38391855298157607
Dallas Stars,25,Regular Season,2,Other,0,0,2020,-0.30927835051546391753,31,19,1,0.6129032258064516,0.05263158,2767.0,1,0,0,0,56,23,high_danger_goals_against_per_60_minutes,-0.24680419396834052
Los Angeles Kings,26,Regular Season,2,Other,0,0,2020,-0.16666666666666666667,57,33,2,0.5789473684210527,0.060606062,2702.0,1,0,0,0,56,21,high_danger_goals_against_per_60_minutes,0.1350917740827382
San Jose Sharks,28,Regular Season,2,Other,0,0,2020,-0.07692307692307692308,33,21,0,0.6363636363636364,4.7619048e-11,2690.0,1,0,0,0,56,21,high_danger_goals_against_per_60_minutes,0.2978625703261928
Columbus Blue Jackets,29,Regular Season,2,Other,0,0,2020,-0.16901408450704225352,24,6,0,0.25,1.6666667e-10,2838.0,1,0,0,0,56,18,high_danger_goals_against_per_60_minutes,0.16950368100940594
Minnesota Wild,30,Regular Season,2,Other,0,0,2020,-0.02941176470588235294,24,13,0,0.5416666666666666,7.692307e-11,2681.0,1,0,0,0,56,35,high_danger_goals_against_per_60_minutes,-0.1441907610474138
Winnipeg Jets,52,Regular Season,2,Other,0,0,2020,-0.08333333333333333333,14,7,0,0.5,1.4285714e-10,2726.0,1,0,0,0,56,30,high_danger_goals_against_per_60_minutes,-0.05408903435078538
Arizona Coyotes,53,Regular Season,2,Other,0,1,2020,0.37500000000000000000,10,1,0,0.1,1e-09,2681.0,1,0,0,0,56,24,high_danger_goals_against_per_60_minutes,0.07960632959040792
Vegas Golden Knights,54,Regular Season,2,Other,0,0,2020,-0.37614678899082568807,8,6,1,0.75,0.16666667,2735.0,1,0,0,0,56,40,high_danger_goals_against_per_60_minutes,-0.10223801210042627
New Jersey Devils,1,Regular Season,2,Other,0,0,2021,0.33333333333333333333,42,23,3,0.5476190476190477,0.13043478,4040.0,1,0,0,0,82,27,high_danger_goals_against_per_60_minutes,0.1793041080187705
New York Islanders,2,Regular Season,2,Other,0,0,2021,0.83333333333333333333,52,29,4,0.5576923076923077,0.13793103,4031.0,1,0,0,0,82,37,high_danger_goals_against_per_60_minutes,-0.14457690325278594
New York Rangers,3,Regular Season,2,Other,0,0,2021,-0.07142857142857142857,98,63,4,0.6428571428571429,0.06349207,4040.0,1,0,0,0,82,52,high_danger_goals_against_per_60_minutes,-0.1028741098030117
Philadelphia Flyers,4,Regular Season,2,Other,0,0,2021,-0.28767123287671232877,57,40,2,0.7017543859649122,0.05,3958.0,1,0,0,0,82,25,high_danger_goals_against_per_60_minutes,0.15189752703727666
Pittsburgh Penguins,5,Regular Season,2,Other,0,0,2021,-0.22388059701492537313,57,37,5,0.6491228070175439,0.13513513,4030.0,1,0,0,0,82,46,high_danger_goals_against_per_60_minutes,0.03440078393946422
Boston Bruins,6,Regular Season,2,Other,0,0,2021,3.8333333333333333,100,77,6,0.77,0.077922076,3900.0,1,0,0,0,82,51,high_danger_goals_against_per_60_minutes,-0.20927167263621826
Buffalo Sabres,7,Regular Season,2,Other,0,0,2021,-0.28571428571428571429,54,29,0,0.5370370370370371,3.4482757e-11,4060.0,1,0,0,0,82,32,high_danger_goals_against_per_60_minutes,0.1861811504028117
Montreal Canadiens,8,Regular Season,2,Other,0,0,2021,1.0384615384615385,107,85,24,0.794392523364486,0.28235295,3928.0,1,0,0,0,82,22,high_danger_goals_against_per_60_minutes,0.4388875001665391
Ottawa Senators,9,Regular Season,2,Other,0,0,2021,1.5000000000000000,32,16,4,0.5,0.25,3959.0,1,0,0,0,82,33,high_danger_goals_against_per_60_minutes,0.015101226503036136
Toronto Maple Leafs,10,Regular Season,2,Other,0,0,2021,0.45454545454545454545,97,69,11,0.711340206185567,0.1594203,3979.0,1,0,0,0,82,54,high_danger_goals_against_per_60_minutes,0.18881443326592184
Carolina Hurricanes,12,Regular Season,2,Other,0,0,2021,-0.08108108108108108108,27,11,1,0.4074074074074074,0.09090909,3894.0,1,0,0,0,82,54,high_danger_goals_against_per_60_minutes,-0.08413240512406928
Florida Panthers,13,Regular Season,2,Other,0,0,2021,-0.21686746987951807229,31,10,1,0.3225806451612903,0.1,3923.0,1,0,0,0,82,58,high_danger_goals_against_per_60_minutes,-0.10933637978733879
Tampa Bay Lightning,14,Regular Season,2,Other,0,0,2021,0.09433962264150943396,32,16,3,0.5,0.1875,3870.0,1,0,0,0,82,51,high_danger_goals_against_per_60_minutes,0.001700301126453363
Washington Capitals,15,Regular Season,2,Other,0,0,2021,2.5714285714285714,50,33,1,0.66,0.030303031,3979.0,1,0,0,0,82,44,high_danger_goals_against_per_60_minutes,-0.08261054788512112
Chicago Blackhawks,16,Regular Season,2,Other,0,0,2021,-0.09756097560975609756,98,63,6,0.6428571428571429,0.0952381,4001.0,1,0,0,0,82,28,high_danger_goals_against_per_60_minutes,0.08996505664300058
Detroit Red Wings,17,Regular Season,2,Other,0,0,2021,-0.01724137931034482759,92,62,11,0.6739130434782609,0.17741935,4007.0,1,0,0,0,82,32,high_danger_goals_against_per_60_minutes,0.22246125627664592
Nashville Predators,18,Regular Season,2,Other,0,0,2021,-0.31746031746031746032,26,16,0,0.6153846153846154,6.25e-11,3858.0,1,0,0,0,82,45,high_danger_goals_against_per_60_minutes,-0.11827992721212444
St Louis Blues,19,Regular Season,2,Other,0,0,2021,-0.28571428571428571429,57,45,1,0.7894736842105263,0.022222223,3992.0,1,0,0,0,82,49,high_danger_goals_against_per_60_minutes,-0.23728153852183564
Calgary Flames,20,Regular Season,2,Other,0,0,2021,-0.38043478260869565217,44,25,1,0.5681818181818182,0.04,3972.0,1,0,0,0,82,50,high_danger_goals_against_per_60_minutes,-0.2917257744256674
Colorado Avalanche,21,Regular Season,2,Other,0,0,2021,-0.40384615384615384615,29,20,3,0.6896551724137931,0.15,3904.0,1,0,0,0,82,56,high_danger_goals_against_per_60_minutes,-0.13367268146345657
Edmonton Oilers,22,Regular Season,2,Other,0,0,2021,-0.01449275362318840580,45,26,5,0.5777777777777777,0.1923077,3984.0,1,0,0,0,82,49,high_danger_goals_against_per_60_minutes,-0.039114119346134846
Vancouver Canucks,23,Regular Season,2,Other,0,0,2021,0E-20,54,29,0,0.5370370370370371,3.4482757e-11,4003.0,1,0,0,0,82,40,high_danger_goals_against_per_60_minutes,-0.21056685509552753
Anaheim Ducks,24,Regular Season,2,Other,0,0,2021,-0.32394366197183098592,31,14,1,0.45161290322580644,0.071428575,4035.0,1,0,0,0,82,31,high_danger_goals_against_per_60_minutes,-0.012016882816372476
Dallas Stars,25,Regular Season,2,Other,0,0,2021,-0.30927835051546391753,31,19,1,0.6129032258064516,0.05263158,3996.0,1,0,0,0,82,46,high_danger_goals_against_per_60_minutes,-0.1934250567896023
Los Angeles Kings,26,Regular Season,2,Other,0,0,2021,-0.16666666666666666667,57,33,2,0.5789473684210527,0.060606062,3978.0,1,0,0,0,82,44,high_danger_goals_against_per_60_minutes,-0.052107268412990404
San Jose Sharks,28,Regular Season,2,Other,0,0,2021,-0.07692307692307692308,33,21,0,0.6363636363636364,4.7619048e-11,4015.0,1,0,0,0,82,32,high_danger_goals_against_per_60_minutes,-0.06475591442182971
Columbus Blue Jackets,29,Regular Season,2,Other,0,0,2021,-0.16901408450704225352,24,6,0,0.25,1.6666667e-10,4000.0,1,0,0,0,82,37,high_danger_goals_against_per_60_minutes,0.22534371197916636
Minnesota Wild,30,Regular Season,2,Other,0,0,2021,-0.02941176470588235294,24,13,0,0.5416666666666666,7.692307e-11,3850.0,1,0,0,0,82,53,high_danger_goals_against_per_60_minutes,-0.08439654776109329
Winnipeg Jets,52,Regular Season,2,Other,0,0,2021,-0.08333333333333333333,14,7,0,0.5,1.4285714e-10,3980.0,1,0,0,0,82,39,high_danger_goals_against_per_60_minutes,0.022579892883689112
Arizona Coyotes,53,Regular Season,2,Other,0,1,2021,0.37500000000000000000,10,1,0,0.1,1e-09,4016.0,1,0,0,0,82,25,high_danger_goals_against_per_60_minutes,0.2934712020190071
Vegas Golden Knights,54,Regular Season,2,Other,0,0,2021,-0.37614678899082568807,8,6,1,0.75,0.16666667,4076.0,1,0,0,0,82,43,high_danger_goals_against_per_60_minutes,-0.04094676888442539
Seattle Kraken,55,Regular Season,2,Other,0,0,2021,-0.18333333333333333333,4,1,0,0.25,1e-09,4011.0,1,0,0,0,82,27,high_danger_goals_against_per_60_minutes,0.16098320337782024
New Jersey Devils,1,Regular Season,2,Other,0,0,2022,0.33333333333333333333,42,23,3,0.5476190476190477,0.13043478,4039.0,1,0,0,0,82,52,high_danger_goals_against_per_60_minutes,-0.10986715371496603
New York Islanders,2,Regular Season,2,Other,0,0,2022,0.83333333333333333333,52,29,4,0.5576923076923077,0.13793103,4023.0,1,0,0,0,82,42,high_danger_goals_against_per_60_minutes,-0.1643840849257432
New York Rangers,3,Regular Season,2,Other,0,0,2022,-0.07142857142857142857,98,63,4,0.6428571428571429,0.06349207,4028.0,1,0,0,0,82,47,high_danger_goals_against_per_60_minutes,-0.1659206814717702
Philadelphia Flyers,4,Regular Season,2,Other,0,0,2022,-0.28767123287671232877,57,40,2,0.7017543859649122,0.05,4007.0,1,0,0,0,82,31,high_danger_goals_against_per_60_minutes,-0.0995460228245022
Pittsburgh Penguins,5,Regular Season,2,Other,0,0,2022,-0.22388059701492537313,57,37,5,0.6491228070175439,0.13513513,3922.0,1,0,0,0,82,40,high_danger_goals_against_per_60_minutes,0.12756545610572778
Boston Bruins,6,Regular Season,2,Other,0,0,2022,3.8333333333333333,100,77,6,0.77,0.077922076,3849.0,1,0,0,0,82,65,high_danger_goals_against_per_60_minutes,-0.42019299662191567
Buffalo Sabres,7,Regular Season,2,Other,0,0,2022,-0.28571428571428571429,54,29,0,0.5370370370370371,3.4482757e-11,3999.0,1,0,0,0,82,42,high_danger_goals_against_per_60_minutes,0.26315009168328607
Montreal Canadiens,8,Regular Season,2,Other,0,0,2022,1.0384615384615385,107,85,24,0.794392523364486,0.28235295,3947.0,1,0,0,0,82,31,high_danger_goals_against_per_60_minutes,0.5131125062798412
Ottawa Senators,9,Regular Season,2,Other,0,0,2022,1.5000000000000000,32,16,4,0.5,0.25,3770.0,1,0,0,0,82,39,high_danger_goals_against_per_60_minutes,0.12558519648070554
Toronto Maple Leafs,10,Regular Season,2,Other,0,0,2022,0.45454545454545454545,97,69,11,0.711340206185567,0.1594203,3944.0,1,0,0,0,82,50,high_danger_goals_against_per_60_minutes,-0.3525705220401245
Carolina Hurricanes,12,Regular Season,2,Other,0,0,2022,-0.08108108108108108108,27,11,1,0.4074074074074074,0.09090909,3938.0,1,0,0,0,82,52,high_danger_goals_against_per_60_minutes,-0.30526270730112226
