team_full_name,team_id,game_type,game_type_id,playoff_outcome,playoff_outcome_id,years_since_last_active,start_year,team_improvement_during_regular_season,regular_season_sum,made_playoffs_sum,won_stanley_cup_sum,made_playoffs_efficiency,won_stanley_cup_efficiency,time_on_ice,regular_season_count,made_playoffs_count,won_stanely_cup_count,lost_in_stanely_cup_final_count,games_played,wins,nhl_metrics,nhl_metric_variance_values
Carolina Hurricanes,12,Regular Season,2,Other,0,0,2024,-0.08108108108108108108,27,11,1,0.4074074074074074,0.09090909,2545.0,1,0,0,0,53,32,medium_danger_goals_for_pct,-0.00205937959253788
Florida Panthers,13,Regular Season,2,Other,0,0,2024,-0.21686746987951807229,31,10,1,0.3225806451612903,0.1,2546.0,1,0,0,0,53,31,medium_danger_goals_for_pct,0.006740650162100792
Tampa Bay Lightning,14,Regular Season,2,Other,0,0,2024,0.09433962264150943396,32,16,3,0.5,0.1875,2500.0,1,0,0,0,51,27,medium_danger_goals_for_pct,-0.04495937563478947
Washington Capitals,15,Regular Season,2,Other,0,0,2024,2.5714285714285714,50,33,1,0.66,0.030303031,2509.0,1,0,0,0,52,34,medium_danger_goals_for_pct,0.1146406140178442
Chicago Blackhawks,16,Regular Season,2,Other,0,0,2024,-0.09756097560975609756,98,63,6,0.6428571428571429,0.0952381,2567.0,1,0,0,0,52,16,medium_danger_goals_for_pct,-0.031459370627999306
Detroit Red Wings,17,Regular Season,2,Other,0,0,2024,-0.01724137931034482759,92,62,11,0.6739130434782609,0.17741935,2575.0,1,0,0,0,52,26,medium_danger_goals_for_pct,0.03894062899053097
Nashville Predators,18,Regular Season,2,Other,0,0,2024,-0.31746031746031746032,26,16,0,0.6153846153846154,6.25e-11,2446.0,1,0,0,0,51,18,medium_danger_goals_for_pct,-0.23085937835276127
St Louis Blues,19,Regular Season,2,Other,0,0,2024,-0.28571428571428571429,57,45,1,0.7894736842105263,0.022222223,2602.0,1,0,0,0,52,23,medium_danger_goals_for_pct,0.04584064148366451
Calgary Flames,20,Regular Season,2,Other,0,0,2024,-0.38043478260869565217,44,25,1,0.5681818181818182,0.04,2484.0,1,0,0,0,51,25,medium_danger_goals_for_pct,0.017940601333975792
Colorado Avalanche,21,Regular Season,2,Other,0,0,2024,-0.40384615384615384615,29,20,3,0.6896551724137931,0.15,2584.0,1,0,0,0,53,30,medium_danger_goals_for_pct,0.11084063909947872
Edmonton Oilers,22,Regular Season,2,Other,0,0,2024,-0.01449275362318840580,45,26,5,0.5777777777777777,0.1923077,2605.0,1,0,0,0,52,32,medium_danger_goals_for_pct,-0.042559364810585976
Vancouver Canucks,23,Regular Season,2,Other,0,0,2024,0E-20,54,29,0,0.5370370370370371,3.4482757e-11,2459.0,1,0,0,0,51,23,medium_danger_goals_for_pct,0.03894062899053097
Anaheim Ducks,24,Regular Season,2,Other,0,0,2024,-0.32394366197183098592,31,14,1,0.45161290322580644,0.071428575,2478.0,1,0,0,0,51,21,medium_danger_goals_for_pct,-0.1174593660980463
Dallas Stars,25,Regular Season,2,Other,0,0,2024,-0.30927835051546391753,31,19,1,0.6129032258064516,0.05263158,2461.0,1,0,0,0,51,33,medium_danger_goals_for_pct,0.03644063137471676
Los Angeles Kings,26,Regular Season,2,Other,0,0,2024,-0.16666666666666666667,57,33,2,0.5789473684210527,0.060606062,2449.0,1,0,0,0,50,27,medium_danger_goals_for_pct,0.03794064186513424
San Jose Sharks,28,Regular Season,2,Other,0,0,2024,-0.07692307692307692308,33,21,0,0.6363636363636364,4.7619048e-11,2616.0,1,0,0,0,54,15,medium_danger_goals_for_pct,-0.09205938316881657
Columbus Blue Jackets,29,Regular Season,2,Other,0,0,2024,-0.16901408450704225352,24,6,0,0.25,1.6666667e-10,2585.0,1,0,0,0,52,26,medium_danger_goals_for_pct,0.052040597423911095
Minnesota Wild,30,Regular Season,2,Other,0,0,2024,-0.02941176470588235294,24,13,0,0.5416666666666666,7.692307e-11,2636.0,1,0,0,0,53,31,medium_danger_goals_for_pct,0.10404064320027828
Winnipeg Jets,52,Regular Season,2,Other,0,0,2024,-0.08333333333333333333,14,7,0,0.5,1.4285714e-10,2697.0,1,0,0,0,54,37,medium_danger_goals_for_pct,0.047940632328391075
Vegas Golden Knights,54,Regular Season,2,Other,0,0,2024,-0.37614678899082568807,8,6,1,0.75,0.16666667,2671.0,1,0,0,0,52,31,medium_danger_goals_for_pct,0.09794064424932003
Seattle Kraken,55,Regular Season,2,Other,0,0,2024,-0.18333333333333333333,4,1,0,0.25,1e-09,2598.0,1,0,0,0,53,23,medium_danger_goals_for_pct,0.0044406261295080185
Utah Hockey Club,59,Regular Season,2,Other,0,0,2024,0E-20,1,0,0,9.999999717180685e-10,1.0,2467.0,1,0,0,0,51,21,medium_danger_goals_for_pct,-0.06265939213335514
New Jersey Devils,1,Regular Season,2,Other,0,0,2007,0.33333333333333333333,42,23,3,0.5476190476190477,0.13043478,3747.0,1,0,0,0,82,46,high_danger_goals_for_per_60_minutes,-0.18211452668463735
New York Islanders,2,Regular Season,2,Other,0,0,2007,0.83333333333333333333,52,29,4,0.5576923076923077,0.13793103,3637.0,1,0,0,0,82,35,high_danger_goals_for_per_60_minutes,-0.06621207142375551
New York Rangers,3,Regular Season,2,Other,0,0,2007,-0.07142857142857142857,98,63,4,0.6428571428571429,0.06349207,3621.0,1,0,0,0,82,42,high_danger_goals_for_per_60_minutes,-0.17680787871506043
Philadelphia Flyers,4,Regular Season,2,Other,0,0,2007,-0.28767123287671232877,57,40,2,0.7017543859649122,0.05,3510.0,1,0,0,0,82,42,high_danger_goals_for_per_60_minutes,0.08052293371102959
Pittsburgh Penguins,5,Regular Season,2,Other,0,0,2007,-0.22388059701492537313,57,37,5,0.6491228070175439,0.13513513,3578.0,1,0,0,0,82,47,high_danger_goals_for_per_60_minutes,0.3228394644568504
Boston Bruins,6,Regular Season,2,Other,0,0,2007,3.8333333333333333,100,77,6,0.77,0.077922076,3715.0,1,0,0,0,82,41,high_danger_goals_for_per_60_minutes,-0.2533510583056273
Buffalo Sabres,7,Regular Season,2,Other,0,0,2007,-0.28571428571428571429,54,29,0,0.5370370370370371,3.4482757e-11,3631.0,1,0,0,0,82,39,high_danger_goals_for_per_60_minutes,0.44806077852786097
Montreal Canadiens,8,Regular Season,2,Other,0,0,2007,1.0384615384615385,107,85,24,0.794392523364486,0.28235295,3634.0,1,0,0,0,82,47,high_danger_goals_for_per_60_minutes,0.1164137841313242
Ottawa Senators,9,Regular Season,2,Other,0,0,2007,1.5000000000000000,32,16,4,0.5,0.25,3576.0,1,0,0,0,82,43,high_danger_goals_for_per_60_minutes,0.20629015679368878
Toronto Maple Leafs,10,Regular Season,2,Other,0,0,2007,0.45454545454545454545,97,69,11,0.711340206185567,0.1594203,3637.0,1,0,0,0,82,36,high_danger_goals_for_per_60_minutes,-0.03321784541330741
Atlanta Thrashers,11,Regular Season,2,Other,0,14,2007,1.0512820512820513,11,1,0,0.09090909090909091,1e-09,3721.0,1,0,0,0,82,34,high_danger_goals_for_per_60_minutes,-0.1421448998141004
Carolina Hurricanes,12,Regular Season,2,Other,0,0,2007,-0.08108108108108108108,27,11,1,0.4074074074074074,0.09090909,3556.0,1,0,0,0,82,43,high_danger_goals_for_per_60_minutes,0.28218041883308165
Florida Panthers,13,Regular Season,2,Other,0,0,2007,-0.21686746987951807229,31,10,1,0.3225806451612903,0.1,3703.0,1,0,0,0,82,38,high_danger_goals_for_per_60_minutes,-0.2013921686199518
Tampa Bay Lightning,14,Regular Season,2,Other,0,0,2007,0.09433962264150943396,32,16,3,0.5,0.1875,3805.0,1,0,0,0,82,31,high_danger_goals_for_per_60_minutes,0.021805771183091682
Washington Capitals,15,Regular Season,2,Other,0,0,2007,2.5714285714285714,50,33,1,0.66,0.030303031,3675.0,1,0,0,0,82,43,high_danger_goals_for_per_60_minutes,-0.09516169911646033
Chicago Blackhawks,16,Regular Season,2,Other,0,0,2007,-0.09756097560975609756,98,63,6,0.6428571428571429,0.0952381,3535.0,1,0,0,0,82,40,high_danger_goals_for_per_60_minutes,-0.03098711839308188
Detroit Red Wings,17,Regular Season,2,Other,0,0,2007,-0.01724137931034482759,92,62,11,0.6739130434782609,0.17741935,3586.0,1,0,0,0,82,54,high_danger_goals_for_per_60_minutes,0.101735531610744
Nashville Predators,18,Regular Season,2,Other,0,0,2007,-0.31746031746031746032,26,16,0,0.6153846153846154,6.25e-11,3623.0,1,0,0,0,82,41,high_danger_goals_for_per_60_minutes,-0.028372985287014707
St Louis Blues,19,Regular Season,2,Other,0,0,2007,-0.28571428571428571429,57,45,1,0.7894736842105263,0.022222223,3632.0,1,0,0,0,82,33,high_danger_goals_for_per_60_minutes,0.03458746927336254
Calgary Flames,20,Regular Season,2,Other,0,0,2007,-0.38043478260869565217,44,25,1,0.5681818181818182,0.04,3610.0,1,0,0,0,82,42,high_danger_goals_for_per_60_minutes,0.05926195400129641
Colorado Avalanche,21,Regular Season,2,Other,0,0,2007,-0.40384615384615384615,29,20,3,0.6896551724137931,0.15,3751.0,1,0,0,0,82,44,high_danger_goals_for_per_60_minutes,0.344566482212056
Edmonton Oilers,22,Regular Season,2,Other,0,0,2007,-0.01449275362318840580,45,26,5,0.5777777777777777,0.1923077,3636.0,1,0,0,0,82,41,high_danger_goals_for_per_60_minutes,-0.0823779717641333
Vancouver Canucks,23,Regular Season,2,Other,0,0,2007,0E-20,54,29,0,0.5370370370370371,3.4482757e-11,3561.0,1,0,0,0,82,39,high_danger_goals_for_per_60_minutes,-0.15810205638826558
Anaheim Ducks,24,Regular Season,2,Other,0,0,2007,-0.32394366197183098592,31,14,1,0.45161290322580644,0.071428575,3537.0,1,0,0,0,82,47,high_danger_goals_for_per_60_minutes,-0.2352596721479121
Dallas Stars,25,Regular Season,2,Other,0,0,2007,-0.30927835051546391753,31,19,1,0.6129032258064516,0.05263158,3630.0,1,0,0,0,82,45,high_danger_goals_for_per_60_minutes,0.06837346701610825
Los Angeles Kings,26,Regular Season,2,Other,0,0,2007,-0.16666666666666666667,57,33,2,0.5789473684210527,0.060606062,3684.0,1,0,0,0,82,32,high_danger_goals_for_per_60_minutes,0.08107974208542745
Phoenix Coyotes,27,Regular Season,2,Other,0,11,2007,0.07228915662650602410,17,8,0,0.47058823529411764,1.25e-10,3696.0,1,0,0,0,82,38,high_danger_goals_for_per_60_minutes,-0.11816726497916918
San Jose Sharks,28,Regular Season,2,Other,0,0,2007,-0.07692307692307692308,33,21,0,0.6363636363636364,4.7619048e-11,3650.0,1,0,0,0,82,49,high_danger_goals_for_per_60_minutes,-0.07056007764595429
Columbus Blue Jackets,29,Regular Season,2,Other,0,0,2007,-0.16901408450704225352,24,6,0,0.25,1.6666667e-10,3580.0,1,0,0,0,82,34,high_danger_goals_for_per_60_minutes,-0.1305738528047513
Minnesota Wild,30,Regular Season,2,Other,0,0,2007,-0.02941176470588235294,24,13,0,0.5416666666666666,7.692307e-11,3683.0,1,0,0,0,82,44,high_danger_goals_for_per_60_minutes,-0.16291480633273814
New Jersey Devils,1,Regular Season,2,Other,0,0,2008,0.33333333333333333333,42,23,3,0.5476190476190477,0.13043478,3758.0,1,0,0,0,82,51,high_danger_goals_for_per_60_minutes,0.06563033487943004
New York Islanders,2,Regular Season,2,Other,0,0,2008,0.83333333333333333333,52,29,4,0.5576923076923077,0.13793103,3688.0,1,0,0,0,82,26,high_danger_goals_for_per_60_minutes,-0.10262676869368481
New York Rangers,3,Regular Season,2,Other,0,0,2008,-0.07142857142857142857,98,63,4,0.6428571428571429,0.06349207,3660.0,1,0,0,0,82,43,high_danger_goals_for_per_60_minutes,-0.04386285560382319
Philadelphia Flyers,4,Regular Season,2,Other,0,0,2008,-0.28767123287671232877,57,40,2,0.7017543859649122,0.05,3622.0,1,0,0,0,82,44,high_danger_goals_for_per_60_minutes,0.08585444576938794
Pittsburgh Penguins,5,Regular Season,2,Other,0,0,2008,-0.22388059701492537313,57,37,5,0.6491228070175439,0.13513513,3630.0,1,0,0,0,82,45,high_danger_goals_for_per_60_minutes,0.21490966844440895
Boston Bruins,6,Regular Season,2,Other,0,0,2008,3.8333333333333333,100,77,6,0.77,0.077922076,3806.0,1,0,0,0,82,53,high_danger_goals_for_per_60_minutes,0.2684137051328912
Buffalo Sabres,7,Regular Season,2,Other,0,0,2008,-0.28571428571428571429,54,29,0,0.5370370370370371,3.4482757e-11,3649.0,1,0,0,0,82,41,high_danger_goals_for_per_60_minutes,0.17384781293774898
Montreal Canadiens,8,Regular Season,2,Other,0,0,2008,1.0384615384615385,107,85,24,0.794392523364486,0.28235295,3617.0,1,0,0,0,82,41,high_danger_goals_for_per_60_minutes,-0.17756663148910068
Ottawa Senators,9,Regular Season,2,Other,0,0,2008,1.5000000000000000,32,16,4,0.5,0.25,3674.0,1,0,0,0,82,36,high_danger_goals_for_per_60_minutes,-0.2611629796478363
Toronto Maple Leafs,10,Regular Season,2,Other,0,0,2008,0.45454545454545454545,97,69,11,0.711340206185567,0.1594203,3780.0,1,0,0,0,82,34,high_danger_goals_for_per_60_minutes,0.15259824249661924
Atlanta Thrashers,11,Regular Season,2,Other,0,14,2008,1.0512820512820513,11,1,0,0.09090909090909091,1e-09,3611.0,1,0,0,0,82,35,high_danger_goals_for_per_60_minutes,-0.026066595542353355
Carolina Hurricanes,12,Regular Season,2,Other,0,0,2008,-0.08108108108108108108,27,11,1,0.4074074074074074,0.09090909,3677.0,1,0,0,0,82,45,high_danger_goals_for_per_60_minutes,0.08061495729603729
Florida Panthers,13,Regular Season,2,Other,0,0,2008,-0.21686746987951807229,31,10,1,0.3225806451612903,0.1,3783.0,1,0,0,0,82,41,high_danger_goals_for_per_60_minutes,-0.023062293988659555
Tampa Bay Lightning,14,Regular Season,2,Other,0,0,2008,0.09433962264150943396,32,16,3,0.5,0.1875,3587.0,1,0,0,0,82,24,high_danger_goals_for_per_60_minutes,-0.06735387737186516
Washington Capitals,15,Regular Season,2,Other,0,0,2008,2.5714285714285714,50,33,1,0.66,0.030303031,3669.0,1,0,0,0,82,50,high_danger_goals_for_per_60_minutes,-0.0634331141725133
Chicago Blackhawks,16,Regular Season,2,Other,0,0,2008,-0.09756097560975609756,98,63,6,0.6428571428571429,0.0952381,3684.0,1,0,0,0,82,46,high_danger_goals_for_per_60_minutes,-0.03612002439754347
Detroit Red Wings,17,Regular Season,2,Other,0,0,2008,-0.01724137931034482759,92,62,11,0.6739130434782609,0.17741935,3714.0,1,0,0,0,82,51,high_danger_goals_for_per_60_minutes,-0.04677606834780468
Nashville Predators,18,Regular Season,2,Other,0,0,2008,-0.31746031746031746032,26,16,0,0.6153846153846154,6.25e-11,3716.0,1,0,0,0,82,40,high_danger_goals_for_per_60_minutes,-0.06362674767885523
St Louis Blues,19,Regular Season,2,Other,0,0,2008,-0.28571428571428571429,57,45,1,0.7894736842105263,0.022222223,3613.0,1,0,0,0,82,41,high_danger_goals_for_per_60_minutes,-0.12644261085920783
Calgary Flames,20,Regular Season,2,Other,0,0,2008,-0.38043478260869565217,44,25,1,0.5681818181818182,0.04,3604.0,1,0,0,0,82,46,high_danger_goals_for_per_60_minutes,0.24288592989862412
Colorado Avalanche,21,Regular Season,2,Other,0,0,2008,-0.40384615384615384615,29,20,3,0.6896551724137931,0.15,3774.0,1,0,0,0,82,32,high_danger_goals_for_per_60_minutes,-0.16296942601222564
Edmonton Oilers,22,Regular Season,2,Other,0,0,2008,-0.01449275362318840580,45,26,5,0.5777777777777777,0.1923077,3671.0,1,0,0,0,82,38,high_danger_goals_for_per_60_minutes,-0.04779263754558194
Vancouver Canucks,23,Regular Season,2,Other,0,0,2008,0E-20,54,29,0,0.5370370370370371,3.4482757e-11,3589.0,1,0,0,0,82,45,high_danger_goals_for_per_60_minutes,0.29971885353475614
Anaheim Ducks,24,Regular Season,2,Other,0,0,2008,-0.32394366197183098592,31,14,1,0.45161290322580644,0.071428575,3655.0,1,0,0,0,82,42,high_danger_goals_for_per_60_minutes,0.056426440442464365
Dallas Stars,25,Regular Season,2,Other,0,0,2008,-0.30927835051546391753,31,19,1,0.6129032258064516,0.05263158,3667.0,1,0,0,0,82,36,high_danger_goals_for_per_60_minutes,0.26451447522005145
Los Angeles Kings,26,Regular Season,2,Other,0,0,2008,-0.16666666666666666667,57,33,2,0.5789473684210527,0.060606062,3590.0,1,0,0,0,82,34,high_danger_goals_for_per_60_minutes,-0.28570038243153206
Phoenix Coyotes,27,Regular Season,2,Other,0,11,2008,0.07228915662650602410,17,8,0,0.47058823529411764,1.25e-10,3781.0,1,0,0,0,82,36,high_danger_goals_for_per_60_minutes,-0.14930811468611993
San Jose Sharks,28,Regular Season,2,Other,0,0,2008,-0.07692307692307692308,33,21,0,0.6363636363636364,4.7619048e-11,3738.0,1,0,0,0,82,53,high_danger_goals_for_per_60_minutes,-0.02307502306428666
Columbus Blue Jackets,29,Regular Season,2,Other,0,0,2008,-0.16901408450704225352,24,6,0,0.25,1.6666667e-10,3693.0,1,0,0,0,82,41,high_danger_goals_for_per_60_minutes,0.1393814746088522
Minnesota Wild,30,Regular Season,2,Other,0,0,2008,-0.02941176470588235294,24,13,0,0.5416666666666666,7.692307e-11,3774.0,1,0,0,0,82,40,high_danger_goals_for_per_60_minutes,-0.337850189128283
New Jersey Devils,1,Regular Season,2,Other,0,0,2009,0.33333333333333333333,42,23,3,0.5476190476190477,0.13043478,3954.0,1,0,0,0,82,48,high_danger_goals_for_per_60_minutes,-0.24499051503403613
New York Islanders,2,Regular Season,2,Other,0,0,2009,0.83333333333333333333,52,29,4,0.5576923076923077,0.13793103,3798.0,1,0,0,0,82,34,high_danger_goals_for_per_60_minutes,-0.05668759064527151
New York Rangers,3,Regular Season,2,Other,0,0,2009,-0.07142857142857142857,98,63,4,0.6428571428571429,0.06349207,3762.0,1,0,0,0,82,38,high_danger_goals_for_per_60_minutes,0.16319645812378591
Philadelphia Flyers,4,Regular Season,2,Other,0,0,2009,-0.28767123287671232877,57,40,2,0.7017543859649122,0.05,3679.0,1,0,0,0,82,41,high_danger_goals_for_per_60_minutes,0.03465102178590018
Pittsburgh Penguins,5,Regular Season,2,Other,0,0,2009,-0.22388059701492537313,57,37,5,0.6491228070175439,0.13513513,3683.0,1,0,0,0,82,47,high_danger_goals_for_per_60_minutes,0.29378482027394703
Boston Bruins,6,Regular Season,2,Other,0,0,2009,3.8333333333333333,100,77,6,0.77,0.077922076,3921.0,1,0,0,0,82,39,high_danger_goals_for_per_60_minutes,-0.18963317107196898
Buffalo Sabres,7,Regular Season,2,Other,0,0,2009,-0.28571428571428571429,54,29,0,0.5370370370370371,3.4482757e-11,3776.0,1,0,0,0,82,45,high_danger_goals_for_per_60_minutes,0.221079030502344
Montreal Canadiens,8,Regular Season,2,Other,0,0,2009,1.0384615384615385,107,85,24,0.794392523364486,0.28235295,3874.0,1,0,0,0,82,39,high_danger_goals_for_per_60_minutes,-0.2837532717648348
Ottawa Senators,9,Regular Season,2,Other,0,0,2009,1.5000000000000000,32,16,4,0.5,0.25,3793.0,1,0,0,0,82,44,high_danger_goals_for_per_60_minutes,-0.1024149615526011
Toronto Maple Leafs,10,Regular Season,2,Other,0,0,2009,0.45454545454545454545,97,69,11,0.711340206185567,0.1594203,3817.0,1,0,0,0,82,30,high_danger_goals_for_per_60_minutes,-0.17324853174149824
Atlanta Thrashers,11,Regular Season,2,Other,0,14,2009,1.0512820512820513,11,1,0,0.09090909090909091,1e-09,3703.0,1,0,0,0,82,35,high_danger_goals_for_per_60_minutes,0.04176381654389538
Carolina Hurricanes,12,Regular Season,2,Other,0,0,2009,-0.08108108108108108108,27,11,1,0.4074074074074074,0.09090909,3735.0,1,0,0,0,82,35,high_danger_goals_for_per_60_minutes,-0.018506429983667916
Florida Panthers,13,Regular Season,2,Other,0,0,2009,-0.21686746987951807229,31,10,1,0.3225806451612903,0.1,3842.0,1,0,0,0,82,32,high_danger_goals_for_per_60_minutes,-0.07170412445755514
Tampa Bay Lightning,14,Regular Season,2,Other,0,0,2009,0.09433962264150943396,32,16,3,0.5,0.1875,3711.0,1,0,0,0,82,34,high_danger_goals_for_per_60_minutes,-0.04211582309369888
Washington Capitals,15,Regular Season,2,Other,0,0,2009,2.5714285714285714,50,33,1,0.66,0.030303031,3799.0,1,0,0,0,82,54,high_danger_goals_for_per_60_minutes,0.47995067825978244
Chicago Blackhawks,16,Regular Season,2,Other,0,0,2009,-0.09756097560975609756,98,63,6,0.6428571428571429,0.0952381,3876.0,1,0,0,0,82,52,high_danger_goals_for_per_60_minutes,0.3039226050418833
Detroit Red Wings,17,Regular Season,2,Other,0,0,2009,-0.01724137931034482759,92,62,11,0.6739130434782609,0.17741935,3852.0,1,0,0,0,82,44,high_danger_goals_for_per_60_minutes,-0.1529507493170763
Nashville Predators,18,Regular Season,2,Other,0,0,2009,-0.31746031746031746032,26,16,0,0.6153846153846154,6.25e-11,3920.0,1,0,0,0,82,47,high_danger_goals_for_per_60_minutes,-0.06688361218184835
St Louis Blues,19,Regular Season,2,Other,0,0,2009,-0.28571428571428571429,57,45,1,0.7894736842105263,0.022222223,3671.0,1,0,0,0,82,40,high_danger_goals_for_per_60_minutes,-0.15842431454287986
Calgary Flames,20,Regular Season,2,Other,0,0,2009,-0.38043478260869565217,44,25,1,0.5681818181818182,0.04,3827.0,1,0,0,0,82,40,high_danger_goals_for_per_60_minutes,-0.254760565942187
Colorado Avalanche,21,Regular Season,2,Other,0,0,2009,-0.40384615384615384615,29,20,3,0.6896551724137931,0.15,3801.0,1,0,0,0,82,43,high_danger_goals_for_per_60_minutes,0.10013070735812235
Edmonton Oilers,22,Regular Season,2,Other,0,0,2009,-0.01449275362318840580,45,26,5,0.5777777777777777,0.1923077,3803.0,1,0,0,0,82,27,high_danger_goals_for_per_60_minutes,-0.04263449628516103
Vancouver Canucks,23,Regular Season,2,Other,0,0,2009,0E-20,54,29,0,0.5370370370370371,3.4482757e-11,3724.0,1,0,0,0,82,49,high_danger_goals_for_per_60_minutes,0.22715505591697016
Anaheim Ducks,24,Regular Season,2,Other,0,0,2009,-0.32394366197183098592,31,14,1,0.45161290322580644,0.071428575,3779.0,1,0,0,0,82,39,high_danger_goals_for_per_60_minutes,-0.03421785998523008
Dallas Stars,25,Regular Season,2,Other,0,0,2009,-0.30927835051546391753,31,19,1,0.6129032258064516,0.05263158,3829.0,1,0,0,0,82,37,high_danger_goals_for_per_60_minutes,0.058055760276458646
Los Angeles Kings,26,Regular Season,2,Other,0,0,2009,-0.16666666666666666667,57,33,2,0.5789473684210527,0.060606062,3791.0,1,0,0,0,82,46,high_danger_goals_for_per_60_minutes,0.08817616957838936
Phoenix Coyotes,27,Regular Season,2,Other,0,11,2009,0.07228915662650602410,17,8,0,0.47058823529411764,1.25e-10,3758.0,1,0,0,0,82,50,high_danger_goals_for_per_60_minutes,-0.10659481332010023
San Jose Sharks,28,Regular Season,2,Other,0,0,2009,-0.07692307692307692308,33,21,0,0.6363636363636364,4.7619048e-11,3755.0,1,0,0,0,82,51,high_danger_goals_for_per_60_minutes,0.13409331653904077
Columbus Blue Jackets,29,Regular Season,2,Other,0,0,2009,-0.16901408450704225352,24,6,0,0.25,1.6666667e-10,3778.0,1,0,0,0,82,32,high_danger_goals_for_per_60_minutes,-0.09739052113918456
Minnesota Wild,30,Regular Season,2,Other,0,0,2009,-0.02941176470588235294,24,13,0,0.5416666666666666,7.692307e-11,3776.0,1,0,0,0,82,38,high_danger_goals_for_per_60_minutes,-0.04904808814172368
New Jersey Devils,1,Regular Season,2,Other,0,0,2010,0.33333333333333333333,42,23,3,0.5476190476190477,0.13043478,4000.0,1,0,0,0,82,38,high_danger_goals_for_per_60_minutes,-0.2437986015334317
New York Islanders,2,Regular Season,2,Other,0,0,2010,0.83333333333333333333,52,29,4,0.5576923076923077,0.13793103,3783.0,1,0,0,0,82,30,high_danger_goals_for_per_60_minutes,0.05777951107560875
New York Rangers,3,Regular Season,2,Other,0,0,2010,-0.07142857142857142857,98,63,4,0.6428571428571429,0.06349207,3864.0,1,0,0,0,82,44,high_danger_goals_for_per_60_minutes,0.19899642952246888
Philadelphia Flyers,4,Regular Season,2,Other,0,0,2010,-0.28767123287671232877,57,40,2,0.7017543859649122,0.05,3780.0,1,0,0,0,82,47,high_danger_goals_for_per_60_minutes,0.43985219211736193
Pittsburgh Penguins,5,Regular Season,2,Other,0,0,2010,-0.22388059701492537313,57,37,5,0.6491228070175439,0.13513513,3707.0,1,0,0,0,82,49,high_danger_goals_for_per_60_minutes,0.08671933750082772
Boston Bruins,6,Regular Season,2,Other,0,0,2010,3.8333333333333333,100,77,6,0.77,0.077922076,3929.0,1,0,0,0,82,46,high_danger_goals_for_per_60_minutes,0.11222328698782036
Buffalo Sabres,7,Regular Season,2,Other,0,0,2010,-0.28571428571428571429,54,29,0,0.5370370370370371,3.4482757e-11,3856.0,1,0,0,0,82,43,high_danger_goals_for_per_60_minutes,0.1710976640267341
Montreal Canadiens,8,Regular Season,2,Other,0,0,2010,1.0384615384615385,107,85,24,0.794392523364486,0.28235295,3776.0,1,0,0,0,82,44,high_danger_goals_for_per_60_minutes,-0.2732901269571606
Ottawa Senators,9,Regular Season,2,Other,0,0,2010,1.5000000000000000,32,16,4,0.5,0.25,3867.0,1,0,0,0,82,32,high_danger_goals_for_per_60_minutes,-0.1901058164286995
Toronto Maple Leafs,10,Regular Season,2,Other,0,0,2010,0.45454545454545454545,97,69,11,0.711340206185567,0.1594203,3811.0,1,0,0,0,82,37,high_danger_goals_for_per_60_minutes,-0.25172565480029085
Atlanta Thrashers,11,Regular Season,2,Other,0,14,2010,1.0512820512820513,11,1,0,0.09090909090909091,1e-09,3909.0,1,0,0,0,82,34,high_danger_goals_for_per_60_minutes,-0.12586306814893455
Carolina Hurricanes,12,Regular Season,2,Other,0,0,2010,-0.08108108108108108108,27,11,1,0.4074074074074074,0.09090909,3777.0,1,0,0,0,82,40,high_danger_goals_for_per_60_minutes,0.09179313794234267
Florida Panthers,13,Regular Season,2,Other,0,0,2010,-0.21686746987951807229,31,10,1,0.3225806451612903,0.1,3910.0,1,0,0,0,82,30,high_danger_goals_for_per_60_minutes,-0.09548658107307384
Tampa Bay Lightning,14,Regular Season,2,Other,0,0,2010,0.09433962264150943396,32,16,3,0.5,0.1875,3751.0,1,0,0,0,82,46,high_danger_goals_for_per_60_minutes,0.3257535179013855
Washington Capitals,15,Regular Season,2,Other,0,0,2010,2.5714285714285714,50,33,1,0.66,0.030303031,3857.0,1,0,0,0,82,48,high_danger_goals_for_per_60_minutes,-0.12486419655546954
Chicago Blackhawks,16,Regular Season,2,Other,0,0,2010,-0.09756097560975609756,98,63,6,0.6428571428571429,0.0952381,3967.0,1,0,0,0,82,44,high_danger_goals_for_per_60_minutes,0.12842978263596572
Detroit Red Wings,17,Regular Season,2,Other,0,0,2010,-0.01724137931034482759,92,62,11,0.6739130434782609,0.17741935,3852.0,1,0,0,0,82,47,high_danger_goals_for_per_60_minutes,0.0013415853824561008
Nashville Predators,18,Regular Season,2,Other,0,0,2010,-0.31746031746031746032,26,16,0,0.6153846153846154,6.25e-11,3897.0,1,0,0,0,82,44,high_danger_goals_for_per_60_minutes,0.016486232954636026
St Louis Blues,19,Regular Season,2,Other,0,0,2010,-0.28571428571428571429,57,45,1,0.7894736842105263,0.022222223,3883.0,1,0,0,0,82,38,high_danger_goals_for_per_60_minutes,-0.05583311093338028
Calgary Flames,20,Regular Season,2,Other,0,0,2010,-0.38043478260869565217,44,25,1,0.5681818181818182,0.04,3836.0,1,0,0,0,82,41,high_danger_goals_for_per_60_minutes,-0.008647402367634172
